image_id,gt_id,class_id,direction,size_bin,width,height,area,stratum,sampling_weight,scan_limit,scan_limit_reason,scan_limit_float32_guard_pixels,o2o_base_active,o2o_base_runner,o2o_base_margin,rho_R_base_q_active,rho_R_base_q_runner,rho_R_base_q_gap,o2m_legacy_base,o2m_pre_topk_base,o2m_assigned_positive_base,o2m_positive_count_base,o2o_event_observed,o2o_radius,o2o_right_censored,o2o_censor_radius,o2o_censor_reason,o2o_bracket_low,o2o_bracket_high,o2m_legacy_event_observed,o2m_legacy_radius,o2m_legacy_right_censored,o2m_legacy_censor_radius,o2m_legacy_censor_reason,o2m_legacy_bracket_low,o2m_legacy_bracket_high,o2m_pre_topk_event_observed,o2m_pre_topk_radius,o2m_pre_topk_right_censored,o2m_pre_topk_censor_radius,o2m_pre_topk_censor_reason,o2m_pre_topk_bracket_low,o2m_pre_topk_bracket_high,o2m_assigned_positive_event_observed,o2m_assigned_positive_radius,o2m_assigned_positive_right_censored,o2m_assigned_positive_censor_radius,o2m_assigned_positive_censor_reason,o2m_assigned_positive_bracket_low,o2m_assigned_positive_bracket_high,rho_R_event_observed,rho_R_radius,rho_R_right_censored,rho_R_competing_censored,rho_R_censor_radius,rho_R_censor_reason,rho_R_bracket_low,rho_R_bracket_high,o2o_event_active,o2o_first_divergence
1987__1800_600,35,5,right,t_8_16,12.0,18.0,216.0,t_and_s,44.130434782608695,0.25,rmax,0.0,2367,2368,0.9877966807224953,0.2496265172958374,0.003046272089704871,0.24658024520613253,2367,2367,2367,6,1,0.205078125,0,,,0.2041015625,0.205078125,1,0.0478515625,0,,,0.046875,0.0478515625,1,0.0478515625,0,,,0.046875,0.0478515625,1,0.0478515625,0,,,0.046875,0.0478515625,0,,0,1,0.205078125,eligibility_boundary,0.2041015625,0.205078125,2368,eligibility_boundary
1987__1800_600,35,5,up,t_8_16,12.0,18.0,216.0,t_and_s,44.130434782608695,0.25,rmax,0.0,2367,2368,0.9877966807224953,0.2496265172958374,0.003046272089704871,0.24658024520613253,2367,2367,2367,6,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,35,5,down,t_8_16,12.0,18.0,216.0,t_and_s,44.130434782608695,0.25,rmax,0.0,2367,2368,0.9877966807224953,0.2496265172958374,0.003046272089704871,0.24658024520613253,2367,2367,2367,6,0,,1,0.25,rmax,,,1,0.0380859375,0,,,0.037109375,0.0380859375,1,0.0380859375,0,,,0.037109375,0.0380859375,1,0.0380859375,0,,,0.037109375,0.0380859375,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,36,5,left,t_8_16,12.0,16.0,192.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1960,1959,0.9711315647574459,0.32720932364463806,0.009446021169424057,0.317763302475214,1960,1960,1960,3,1,0.216796875,0,,,0.2158203125,0.216796875,1,0.0419921875,0,,,0.041015625,0.0419921875,1,0.0419921875,0,,,0.041015625,0.0419921875,1,0.0419921875,0,,,0.041015625,0.0419921875,0,,0,1,0.216796875,eligibility_boundary,0.2158203125,0.216796875,1959,eligibility_boundary
1987__1800_600,36,5,right,t_8_16,12.0,16.0,192.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1960,1959,0.9711315647574459,0.32720932364463806,0.009446021169424057,0.317763302475214,1960,1960,1960,3,0,,1,0.25,rmax,,,1,0.1142578125,0,,,0.11328125,0.1142578125,1,0.1142578125,0,,,0.11328125,0.1142578125,1,0.1142578125,0,,,0.11328125,0.1142578125,0,,0,1,0.072265625,eligibility_boundary,0.0712890625,0.072265625,,right_censored
1987__1800_600,36,5,up,t_8_16,12.0,16.0,192.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1960,1959,0.9711315647574459,0.32720932364463806,0.009446021169424057,0.317763302475214,1960,1960,1960,3,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,36,5,down,t_8_16,12.0,16.0,192.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1960,1959,0.9711315647574459,0.32720932364463806,0.009446021169424057,0.317763302475214,1960,1960,1960,3,0,,1,0.25,rmax,,,1,0.0087890625,0,,,0.0078125,0.0087890625,1,0.0087890625,0,,,0.0078125,0.0087890625,1,0.0087890625,0,,,0.0078125,0.0087890625,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,37,5,left,t_8_16,11.99993896484375,16.0,191.9990234375,t_and_s,44.130434782608695,0.25,rmax,0.0,1759,1760,0.7161214779568627,0.30870896577835083,0.08763584494590759,0.22107312083244324,1759,1759,1759,4,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,1,0.14453125,eligibility_boundary,0.1435546875,0.14453125,,right_censored
1987__1800_600,37,5,right,t_8_16,11.99993896484375,16.0,191.9990234375,t_and_s,44.130434782608695,0.25,rmax,0.0,1759,1760,0.7161214779568627,0.30870896577835083,0.08763584494590759,0.22107312083244324,1759,1759,1759,4,1,0.044921875,0,,,0.0439453125,0.044921875,1,0.0078125,0,,,0.0068359375,0.0078125,1,0.0078125,0,,,0.0068359375,0.0078125,1,0.0078125,0,,,0.0068359375,0.0078125,1,0.044921875,0,0,,,0.0439453125,0.044921875,1760,within_set_geometry_rank_reversal
1987__1800_600,37,5,up,t_8_16,11.99993896484375,16.0,191.9990234375,t_and_s,44.130434782608695,0.25,rmax,0.0,1759,1760,0.7161214779568627,0.30870896577835083,0.08763584494590759,0.22107312083244324,1759,1759,1759,4,0,,1,0.25,rmax,,,1,0.15625,0,,,0.1552734375,0.15625,1,0.15625,0,,,0.1552734375,0.15625,1,0.15625,0,,,0.1552734375,0.15625,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,37,5,down,t_8_16,11.99993896484375,16.0,191.9990234375,t_and_s,44.130434782608695,0.25,rmax,0.0,1759,1760,0.7161214779568627,0.30870896577835083,0.08763584494590759,0.22107312083244324,1759,1759,1759,4,0,,1,0.25,rmax,,,1,0.109375,0,,,0.1083984375,0.109375,1,0.109375,0,,,0.1083984375,0.109375,1,0.109375,0,,,0.1083984375,0.109375,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,38,5,left,t_8_16,18.0,7.9999847412109375,143.99972534179688,t_and_s,44.130434782608695,0.25,rmax,0.0,1341,1340,0.6633827781812389,0.05300683528184891,0.017843013629317284,0.035163821652531624,1341,1341,1341,5,0,,1,0.25,rmax,,,1,0.0849609375,0,,,0.083984375,0.0849609375,1,0.0849609375,0,,,0.083984375,0.0849609375,1,0.0849609375,0,,,0.083984375,0.0849609375,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,38,5,right,t_8_16,18.0,7.9999847412109375,143.99972534179688,t_and_s,44.130434782608695,0.25,rmax,0.0,1341,1340,0.6633827781812389,0.05300683528184891,0.017843013629317284,0.035163821652531624,1341,1341,1341,5,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,1,0.25,eligibility_boundary,0.2490234375,0.25,,right_censored
1987__1800_600,38,5,up,t_8_16,18.0,7.9999847412109375,143.99972534179688,t_and_s,44.130434782608695,0.25,rmax,0.0,1341,1340,0.6633827781812389,0.05300683528184891,0.017843013629317284,0.035163821652531624,1341,1341,1341,5,1,0.154296875,0,,,0.1533203125,0.154296875,1,0.091796875,0,,,0.0908203125,0.091796875,1,0.091796875,0,,,0.0908203125,0.091796875,1,0.091796875,0,,,0.0908203125,0.091796875,0,,1,0,0.25,rmax,,,1241,within_set_geometry_rank_reversal
1987__1800_600,38,5,down,t_8_16,18.0,7.9999847412109375,143.99972534179688,t_and_s,44.130434782608695,0.25,rmax,0.0,1341,1340,0.6633827781812389,0.05300683528184891,0.017843013629317284,0.035163821652531624,1341,1341,1341,5,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,39,5,left,t_8_16,22.0,6.0,132.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1438,12584,0.9532355625905152,0.06956957280635834,0.003253381932154298,0.06631619087420404,1438,1438,1438,7,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,39,5,right,t_8_16,22.0,6.0,132.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1438,12584,0.9532355625905152,0.06956957280635834,0.003253381932154298,0.06631619087420404,1438,1438,1438,7,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,39,5,up,t_8_16,22.0,6.0,132.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1438,12584,0.9532355625905152,0.06956957280635834,0.003253381932154298,0.06631619087420404,1438,1438,1438,7,1,0.1689453125,0,,,0.16796875,0.1689453125,1,0.099609375,0,,,0.0986328125,0.099609375,1,0.099609375,0,,,0.0986328125,0.099609375,1,0.099609375,0,,,0.0986328125,0.099609375,0,,1,0,0.25,rmax,,,1338,within_set_geometry_rank_reversal
1987__1800_600,39,5,down,t_8_16,22.0,6.0,132.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1438,12584,0.9532355625905152,0.06956957280635834,0.003253381932154298,0.06631619087420404,1438,1438,1438,7,0,,1,0.25,rmax,,,1,0.14453125,0,,,0.1435546875,0.14453125,1,0.14453125,0,,,0.1435546875,0.14453125,1,0.14453125,0,,,0.1435546875,0.14453125,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,40,5,left,t_8_16,20.0,8.0,160.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1537,1539,0.05853337032153192,0.021625423803925514,0.020359614863991737,0.0012658089399337769,1538,1538,1538,4,0,,1,0.25,rmax,,,1,0.0322265625,0,,,0.03125,0.0322265625,1,0.0322265625,0,,,0.03125,0.0322265625,1,0.0322265625,0,,,0.03125,0.0322265625,0,,0,1,0.2373046875,eligibility_boundary,0.236328125,0.2373046875,,right_censored
1987__1800_600,40,5,right,t_8_16,20.0,8.0,160.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1537,1539,0.05853337032153192,0.021625423803925514,0.020359614863991737,0.0012658089399337769,1538,1538,1538,4,1,0.0078125,0,,,0.0068359375,0.0078125,1,0.0302734375,0,,,0.029296875,0.0302734375,1,0.0302734375,0,,,0.029296875,0.0302734375,1,0.0302734375,0,,,0.029296875,0.0302734375,1,0.0078125,0,0,,,0.0068359375,0.0078125,1539,within_set_geometry_rank_reversal
1987__1800_600,40,5,up,t_8_16,20.0,8.0,160.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1537,1539,0.05853337032153192,0.021625423803925514,0.020359614863991737,0.0012658089399337769,1538,1538,1538,4,1,0.0712890625,0,,,0.0703125,0.0712890625,1,0.0166015625,0,,,0.015625,0.0166015625,1,0.0166015625,0,,,0.015625,0.0166015625,1,0.0166015625,0,,,0.015625,0.0166015625,0,,0,1,0.0791015625,eligibility_boundary,0.078125,0.0791015625,10369,within_set_geometry_rank_reversal
1987__1800_600,40,5,down,t_8_16,20.0,8.0,160.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1537,1539,0.05853337032153192,0.021625423803925514,0.020359614863991737,0.0012658089399337769,1538,1538,1538,4,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,41,5,left,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1738,1737,0.9681884085777986,0.16866715252399445,0.005365570541471243,0.1633015819825232,1738,1738,1738,4,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,41,5,right,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1738,1737,0.9681884085777986,0.16866715252399445,0.005365570541471243,0.1633015819825232,1738,1738,1738,4,0,,1,0.25,rmax,,,1,0.044921875,0,,,0.0439453125,0.044921875,1,0.044921875,0,,,0.0439453125,0.044921875,1,0.044921875,0,,,0.0439453125,0.044921875,0,,0,1,0.2265625,eligibility_boundary,0.2255859375,0.2265625,,right_censored
1987__1800_600,41,5,up,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1738,1737,0.9681884085777986,0.16866715252399445,0.005365570541471243,0.1633015819825232,1738,1738,1738,4,1,0.1513671875,0,,,0.150390625,0.1513671875,1,0.08984375,0,,,0.0888671875,0.08984375,1,0.08984375,0,,,0.0888671875,0.08984375,1,0.08984375,0,,,0.0888671875,0.08984375,0,,0,1,0.1513671875,eligibility_boundary,0.150390625,0.1513671875,1638,eligibility_boundary
1987__1800_600,41,5,down,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1738,1737,0.9681884085777986,0.16866715252399445,0.005365570541471243,0.1633015819825232,1738,1738,1738,4,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,42,5,left,t_8_16,22.0,6.0,132.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1838,12609,0.9719391887855732,0.14010654389858246,0.003931503277271986,0.13617504062131047,1839,1839,1839,4,0,,1,0.25,rmax,,,1,0.044921875,0,,,0.0439453125,0.044921875,1,0.044921875,0,,,0.0439453125,0.044921875,1,0.044921875,0,,,0.0439453125,0.044921875,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,42,5,right,t_8_16,22.0,6.0,132.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1838,12609,0.9719391887855732,0.14010654389858246,0.003931503277271986,0.13617504062131047,1839,1839,1839,4,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,42,5,up,t_8_16,22.0,6.0,132.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1838,12609,0.9719391887855732,0.14010654389858246,0.003931503277271986,0.13617504062131047,1839,1839,1839,4,0,,1,0.25,rmax,,,1,0.0654296875,0,,,0.064453125,0.0654296875,1,0.0654296875,0,,,0.064453125,0.0654296875,1,0.0654296875,0,,,0.064453125,0.0654296875,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,42,5,down,t_8_16,22.0,6.0,132.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1838,12609,0.9719391887855732,0.14010654389858246,0.003931503277271986,0.13617504062131047,1839,1839,1839,4,0,,1,0.25,rmax,,,1,0.1162109375,0,,,0.115234375,0.1162109375,1,0.1162109375,0,,,0.115234375,0.1162109375,1,0.1162109375,0,,,0.115234375,0.1162109375,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,43,5,left,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,10469,1838,0.999997179796291,0.04470701888203621,1.260819004755831e-07,0.044706892800135734,10469,10469,10469,1,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,43,5,right,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,10469,1838,0.999997179796291,0.04470701888203621,1.260819004755831e-07,0.044706892800135734,10469,10469,10469,1,1,0.1328125,0,,,0.1318359375,0.1328125,1,0.076171875,0,,,0.0751953125,0.076171875,1,0.076171875,0,,,0.0751953125,0.076171875,1,0.076171875,0,,,0.0751953125,0.076171875,0,,1,0,0.25,rmax,,,1840,eligibility_boundary
1987__1800_600,43,5,up,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,10469,1838,0.999997179796291,0.04470701888203621,1.260819004755831e-07,0.044706892800135734,10469,10469,10469,1,1,0.2265625,0,,,0.2255859375,0.2265625,1,0.1572265625,0,,,0.15625,0.1572265625,1,0.1572265625,0,,,0.15625,0.1572265625,1,0.2265625,0,,,0.2255859375,0.2265625,1,0.19140625,0,0,,,0.1904296875,0.19140625,,eligibility_boundary
1987__1800_600,43,5,down,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,10469,1838,0.999997179796291,0.04470701888203621,1.260819004755831e-07,0.044706892800135734,10469,10469,10469,1,1,0.076171875,0,,,0.0751953125,0.076171875,1,0.076171875,0,,,0.0751953125,0.076171875,1,0.076171875,0,,,0.0751953125,0.076171875,1,0.076171875,0,,,0.0751953125,0.076171875,0,,0,1,0.0673828125,topk_membership_transition,0.06640625,0.0673828125,1938,eligibility_boundary
1987__1800_600,44,5,left,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,,,,,,,,,,0,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,0,,base_active_missing,,,,right_censored
1987__1800_600,44,5,right,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,,,,,,,,,,0,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,0,,base_active_missing,,,,right_censored
1987__1800_600,44,5,up,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,,,,,,,,,,0,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,0,,0,0,,base_active_missing,,,1938,eligibility_boundary
1987__1800_600,44,5,down,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,,,,,,,,,,0,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,0,,0,0,,base_active_missing,,,2039,eligibility_boundary
1987__1800_600,45,5,left,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,12585,,,,,,12585,12585,12585,1,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,0,,base_runner_missing,,,,right_censored
1987__1800_600,45,5,right,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,12585,,,,,,12585,12585,12585,1,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,0,,base_runner_missing,,,,right_censored
1987__1800_600,45,5,up,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,12585,,,,,,12585,12585,12585,1,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,0,,0,0,,base_runner_missing,,,1342,eligibility_boundary
1987__1800_600,45,5,down,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,12585,,,,,,12585,12585,12585,1,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,0,,0,0,,base_runner_missing,,,1441,eligibility_boundary
1987__1800_600,46,5,left,t_8_16,20.0,8.0,160.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1541,1542,0.9486681925370465,0.30859485268592834,0.01584073156118393,0.2927541211247444,1542,1542,1542,4,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,46,5,right,t_8_16,20.0,8.0,160.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1541,1542,0.9486681925370465,0.30859485268592834,0.01584073156118393,0.2927541211247444,1542,1542,1542,4,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,46,5,up,t_8_16,20.0,8.0,160.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1541,1542,0.9486681925370465,0.30859485268592834,0.01584073156118393,0.2927541211247444,1542,1542,1542,4,1,0.0791015625,0,,,0.078125,0.0791015625,1,0.0791015625,0,,,0.078125,0.0791015625,1,0.0791015625,0,,,0.078125,0.0791015625,1,0.0791015625,0,,,0.078125,0.0791015625,0,,0,1,0.0791015625,eligibility_boundary,0.078125,0.0791015625,10370,eligibility_boundary
1987__1800_600,46,5,down,t_8_16,20.0,8.0,160.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1541,1542,0.9486681925370465,0.30859485268592834,0.01584073156118393,0.2927541211247444,1542,1542,1542,4,0,,1,0.25,rmax,,,1,0.0341796875,0,,,0.033203125,0.0341796875,1,0.0341796875,0,,,0.033203125,0.0341796875,1,0.0341796875,0,,,0.033203125,0.0341796875,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,47,5,left,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1255,1254,0.988186494226646,0.4304819405078888,0.00508550088852644,0.42539643961936235,1255,1255,1255,2,0,,1,0.25,rmax,,,1,0.1015625,0,,,0.1005859375,0.1015625,1,0.1015625,0,,,0.1005859375,0.1015625,1,0.1015625,0,,,0.1005859375,0.1015625,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,47,5,right,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1255,1254,0.988186494226646,0.4304819405078888,0.00508550088852644,0.42539643961936235,1255,1255,1255,2,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,47,5,up,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1255,1254,0.988186494226646,0.4304819405078888,0.00508550088852644,0.42539643961936235,1255,1255,1255,2,1,0.2265625,0,,,0.2255859375,0.2265625,1,0.1474609375,0,,,0.146484375,0.1474609375,1,0.1474609375,0,,,0.146484375,0.1474609375,1,0.1474609375,0,,,0.146484375,0.1474609375,0,,0,1,0.2265625,eligibility_boundary,0.2255859375,0.2265625,,eligibility_boundary
1987__1800_600,47,5,down,t_8_16,22.0,8.0,176.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1255,1254,0.988186494226646,0.4304819405078888,0.00508550088852644,0.42539643961936235,1255,1255,1255,2,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,48,5,left,t_8_16,12.0,20.0,240.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1766,12616,0.9890740070368834,0.09980496764183044,0.0010904683731496334,0.09871449926868081,1766,1766,1766,4,0,,1,0.25,rmax,,,1,0.0556640625,0,,,0.0546875,0.0556640625,1,0.0556640625,0,,,0.0546875,0.0556640625,1,0.0556640625,0,,,0.0546875,0.0556640625,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,48,5,right,t_8_16,12.0,20.0,240.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1766,12616,0.9890740070368834,0.09980496764183044,0.0010904683731496334,0.09871449926868081,1766,1766,1766,4,0,,1,0.25,rmax,,,1,0.16015625,0,,,0.1591796875,0.16015625,1,0.16015625,0,,,0.1591796875,0.16015625,1,0.16015625,0,,,0.1591796875,0.16015625,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,48,5,up,t_8_16,12.0,20.0,240.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1766,12616,0.9890740070368834,0.09980496764183044,0.0010904683731496334,0.09871449926868081,1766,1766,1766,4,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,48,5,down,t_8_16,12.0,20.0,240.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1766,12616,0.9890740070368834,0.09980496764183044,0.0010904683731496334,0.09871449926868081,1766,1766,1766,4,0,,1,0.25,rmax,,,1,0.0859375,0,,,0.0849609375,0.0859375,1,0.0859375,0,,,0.0849609375,0.0859375,1,0.0859375,0,,,0.0849609375,0.0859375,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,49,5,left,t_8_16,10.0,18.0,180.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1767,1667,0.999766707258076,0.176141619682312,4.10925604228396e-05,0.17610052712188917,1767,1767,1767,2,0,,1,0.25,rmax,,,1,0.150390625,0,,,0.1494140625,0.150390625,1,0.150390625,0,,,0.1494140625,0.150390625,1,0.150390625,0,,,0.1494140625,0.150390625,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,49,5,right,t_8_16,10.0,18.0,180.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1767,1667,0.999766707258076,0.176141619682312,4.10925604228396e-05,0.17610052712188917,1767,1767,1767,2,1,0.2236328125,0,,,0.22265625,0.2236328125,1,0.119140625,0,,,0.1181640625,0.119140625,1,0.119140625,0,,,0.1181640625,0.119140625,1,0.119140625,0,,,0.1181640625,0.119140625,0,,0,1,0.2236328125,eligibility_boundary,0.22265625,0.2236328125,1768,eligibility_boundary
1987__1800_600,49,5,up,t_8_16,10.0,18.0,180.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1767,1667,0.999766707258076,0.176141619682312,4.10925604228396e-05,0.17610052712188917,1767,1767,1767,2,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1987__1800_600,49,5,down,t_8_16,10.0,18.0,180.0,t_and_s,44.130434782608695,0.25,rmax,0.0,1767,1667,0.999766707258076,0.176141619682312,4.10925604228396e-05,0.17610052712188917,1767,1767,1767,2,0,,1,0.25,rmax,,,1,0.1904296875,0,,,0.189453125,0.1904296875,1,0.1904296875,0,,,0.189453125,0.1904296875,1,0.1904296875,0,,,0.189453125,0.1904296875,0,,0,1,0.1494140625,eligibility_boundary,0.1484375,0.1494140625,,right_censored
1987__1800_600,50,5,left,t_8_16,10.00006103515625,16.0,160.0009765625,t_and_s,44.130434782608695,0.25,rmax,0.0,1963,2063,0.9871957052076602,0.07689220458269119,0.000984550453722477,0.07590765412896872,1963,1963,1963,3,0,,1,0.25,rmax,,,1,0.2431640625,0,,,0.2421875,0.2431640625,1,0.2431640625,0,,,0.2421875,0.2431640625,1,0.2431640625,0,,,0.2421875,0.2431640625,0,,1,0,0.25,rmax,,,,right_censored
